reason,label
the study was not feasible to conduct in the us and abroad,4
reassessment of strategic direction,4
the study drug delayed time of discharge which is clinically impracticable,3
study did not reach primary objective; study did not accrue enough patients,1
the objective of the study has been achieved with fewer subjects than planned,1
the study was terminated by the sponsor due to e7820 plus irinotecan being potentially inferior to folfiri,2
the study was terminated due to participant drop out,1
closure of long term folpoor up (ltfu) and study earlier than previously outlined in the protocol as no beneficial information gained from continuing ltfu,4
doxil shortage,4
"in interim analysis, this study met the primary hypothesis",2
this indication is not being pursued at this point in time,4
study not to be initiated,4
study was terminated due to the termination of tasisulam development,4
we were not successful in raising money for this project,4
drug is no longer manufactured,4
poor definitive clinical results,2
study does not meet the new legal requirements set forth in the human research act,4
the study was closed by the sponsor according to the protocol-specified minimum post-treatment folpoor-up period of 3 years,4
pi moved institutions and changed study protocol,4
there were ip availability issues due to which the study could not be started,4
sponsor withdraw from this study,4
sponsor has decided not to support this study,4
changes were made to the which needed an entireley new submission,4
off study clinical use of y90 glass microspheres (therasphere),4
failure to meet pre-specified endpoint for the day 28 cure rate,2
this database did not have the desired inclusions or results and is therefore not sufficiently usable. this base is therefore abandoned in favor of a base on the pancreas much more promising both nationally and internationally,4
similar study to be completd once kit for new formulation becomes available,4
did not meet criteria laid out in phase 1 to continue to phase 2,2
trial closure for nci nctn transition,4
gsk2248761 development program is on clinical hold,4
the device test article is no longer available,4
"non hep c study arm has been completed, hep c study arm has not been completed",4
the study ethics committee recommended concluding the study for longer crying time with benzocaine and very short crying time in all participants,4
drug became available with insurance reimbursement,4
sponsor recalled the study,4
investigator no longer at institution-no data analyzed,4
phase i completed. phase ii is cancelled,4
medtronic terminated the study since foretevo product was no longer marketed,4
pi moving to a different institution,4
a main person involved left the site,4
per memo from study team,4
withdraw the study because further analysis showed that it would be futile,4
study was put on clinical hold on 30 jan 2013 folpooring a subject fatality. study was never restarted and was closed,3
closed prematurely,4
product no longer on market,4
the study was stopped due to the inability to determine an acceptable dose with the potential for further study,2
quantitative assessment of ffn only able to be performed at one laboratory,4
product is no longer on the market,4
the manufacturer is not currently supporting research in this indication,4
closed per local irb due to advancements in standard ovarian cancer screening,4
study was stopped due to non-availability of the lidocaine placebo patches,4
endohpb probe is fda approved and considered standard of care,4
no cases on nma meningitis were recorded folpooring vaccination with menafrivac,4
the final decision of the review of hes-containing solution shall be awaited,4
sponsor determined there was sufficient material collected to answer the study questions,4
not reveal any significant difference between the 2 treatment arms,2
it appears dr. vanderbrink left nationwide children's hospital in 2011 and efforts to reach dr. vanderbrink have been unsuccessful,4
"most study procedures incorporated into nct01144741, some in nct01306994",4
it was decided by the trial team to stop the collection of folpoor up data in trial sakk 35/10,4
"drug manufacturer - amgen requested study stop, per dsmb observation in power trial",4
study was modified to in vitro design and no longer involves participants,4
merck has decided to discontinue all studies with extended-release niacin/laropiprant.because the hps2-thrive did not meet its primary endpoint,4
study terminated due to change in sponsorship,4
poor subject response,1
could not find interested researchers/clinicians to complete study protocol,4
dsmb recommendation based on programmed interim analysis,2
the study was suspended due to organizational problems,4
prematurely terminated due to failure to meet study objectives,2
difficulty collecting,1
in consequence of termination of altitude. a number of studies were continued in consultation with the altitude data monitoring committee,4
study did not accrue the required number of study subjects,1
"for increased induction mortality in older patients due to specific combinations of drugs, other clinical factors such as patient age and comorbidities",3
the intervention could not be performed. all participants received usual clinical practice,4
product development project closed prematurely,4
iac is now recognized as part of standard of care treatment options in the us,4
this is not a clinical trials study,4
do not have necessary resources to continue,4
appropriate study medication supply could not be identified,4
sponsor chose not to move forward with study,4
no significant change for the primary objective at 12 months,2
study terminated due to a technical issue (randomization error),4
problems implementing the trial,4
unable to complete statistical analysis,4
study did not receive irb approval,4
enough surgeon use to validate the usefulness of the device,1
technical problems with protocol,4
kerasys had more erosions than tutoplast,3
for the last patient still on treated nominal therapeutic use of the milciclib was approved at int milano,4
"study is no longer necessary (outmoded, outdated, science has changed)",4
regulatory requirement. a phase iii study is being designed,4
logistic and financial accounting reasons,4
treatment was ineffective,2
the study has been decided to be early terminated for the fas 500 mg has launched in 2015. the use mothod of 250mg per month in clinical practice is off-label,4
not enough data collected,4
"institution decided on starting a new protocol of sedation, with another methods and that´s why this study has not started",4
20131209 regulatory authorization is currently blocked at the ansm,4
analysis was not done because only 1 subject was able to come back for the 3 month folpoor up visit,1
"in a pilot of early noninvasive positive pressure ventilation, the children did so well that early nppv is now used in all children who meet criteria",4
potential ae,3
we need somebody to replace the principal inestigator,4
study is being redesigned,4
study terminated due to the acquisition of peak surgical by medtronic,4
invalid data,4
on hold pending product development,4
study was non-feasible per dsmb,4
please see 'further study details as provided by acorda therapeutics' for explanation of why study stopped,4
"one of the study medications, tacrine, is no longer clinically available",4
study withdrawn due to poor study population,1
because of withdrawal of avandia sale due to its risks outweigh its benefits,3
"new technique for administration of drug, this is the old technique of administration",4
study canceled by decision strategically,4
pi/project director no longer at facility,4
there were few eligible subjects from other centers,1
principal investigator withdrew from the study,4
to be compliant with the timelines as agreed with paediatric committee (pc) within the paediatric investigational plan,4
grant ended and faculty has left the institution,4
the study was a collaboration that could not be effectively run,4
antiviral activity was considered insufficient to warrant further clinical development of tmc649128,2
tredaptive has been suspended worldwide,4
"irb recommended to stop the trial becasue none of the 4 procedures showed a predictive value for vap, duration of mv or mortality",3
investigator has moved to other state,4
the pharmacokinetic properties of the molecule do not alpoor for further dose escalation or development,4
interim power analysis was prohibitive to continuing the study,2
"on further investigation, it was found that the continuous glucose monitors required a calibration period that precluded reliable data collection",4
poor available clinical time to complete,4
insufficient data collection,4
the study had been cancelled and replaced with protocol 20130250,4
statistical significance of the results was reached for the 34 subjects who participated in teh study,2
we will not be pursuing this study,4
the human resources in the organisation are to limited to do the trial,4
study expired,4
"this study was closed on february 24, 2015",4
did not achieve statistical significance for primary endpoint,2
"the differences seen between treatments led to recalculation of the sample, unattainable in a reasonable time",1
principal investigator was deployed overseas,4
poor adherence and huge loss of folpoor up,1
due to preliminary results of altitude trial,4
components were recalled by depuy,4
"study completed at site, no active participants",4
the brazilian regulatory agency - anvisa has requested the cancellation of the phase 3 study for conducting a phase 1 study first,4
the study was combined with our urine and stool study (nct01637506),4
no reduction in hair loss 1 month after treatment,2
single implant in the mandible was finally not indicated due to poor stability of the denture,1
study stopped due to lost of interest,4
shortage of personnel / main study initiator no longer available,4
short of study staff,4
study was not approved by research ethics board,4
pi decided to terminate the study,4
difficult to obtain informed consent,1
dr. kumar left nationwide children's hospital. the study expired with the nationwide children's hospital on 7/16/14,4
departure of study team,4
the registry was discontinued due to significant resources required,4
the study was terminated before reaching the estimated sample size because of trial fatigue,1
too few of the invited subjects wanted to participate,1
the us fda and the eu chmp provided guidance indicating preference for intereferon-free regimens in pediatric studies of hcv infection,4
ind application was not approved by the us fda - project was never started,4
some of the researchers finished their participation in the study,4
recently published data that has shown hcq to be safe when combined with chemo and or radiation at even higher doses than what is used in this study,4
this record is an additional copy of the study listed above,4
"the study was terminated by spiraur (original sponsor). efforts were made to contact the pi/study team members, but were unsuccessful",4
study closed after it became too difficult to interest patients in participating,1
pi has left university of minnesota,4
analysis of designed comparison groups not viable,4
results from interim analysis conducted to study interruption,2
poor support to continue,4
primary endpoint showed no stat significant difference. fu > m12 terminated,2
not enough recources,4
change in company priorities,4
therapy for carotid disease has recently changed. carotid stenting is now restricted to high risk patients that are not eligible for the study,4
preliminary exploration of research concept did not prove to be viable,4
trial closure due to nci nctn transition,4
the ascend study did not achieve statistical significance on the primary or secondary endpoints,2
production of biomarker test discontinued by manufacturer,4
not practical to continue due interim results,3
per irb request,4
change in the development plan for the anti-ox40 antibody,4
neutron therapy has become unavailable,4
the company did not provide the study product,4
"unable to record n95 perg peak (primary measure), as lhon subjects are unable to focus on target",1
study only randomized 1 subject and was determined not feasible by dsmb,1
problems with the stability of samples collected,4
the dsaek procedure was discontinued as the standard of care for the intended cohort,4
higher occurrence of complication than expected for both groups,3
re-prioritization lead to study cancellation,4
too poor effect on the output and poor rate of responders,2
poor time and help to continue the study,4
termination of sponsorship,4
patterns of practice changed and this technique is no longer used,4
data did not show that the two biologic treatments impacted pmr disease activity to the same degree as steroid treatment within a 2-week treatment period,2
primary investigator relocated,4
no eligible subjects identified,1
interim analysis determined the study did not meet criteria to proceed,2
results of the study would unfortunately no longer be of any scientific interest to the sponsor and would not be used to inform future studies,4
the retrospective data review did not provide adequate information to continue the investigation,4
because a higher rate of virological failures in study versus control arm,2
study site has terminated the study due to the complexity of the study,4
"based on results from an altitude study interim analysis, testing aliskiren concomitantly with an ace inhibitor or arb, in diabetics with renal impairment",2
"5 years folpoor up completed in october 2018, long-term folpoor up terminated because of poor data return",1
sponsor seeking additional financial support before starting the study,4
mahnaz kazemipoor has not handed over human subject review board approval letter to her colleague,4
change in clinical practice- both surgeons have left the institution,4
product enhancements completed,4
tenofovir has become available in korea,4
the study medication was no longer available in the market,4
study withdrawn due to volunteer disinterest in participating,1
real trial showed a significant difference in os for reduced eox and standard eox,2
it was decided to discontinue the development in consideration of the results of a p1 study,4
the study was not approved by hospital's medical ethics committee,4
ucl ctc were informed by merck sharp & dohme on 22.08.11 that support for the trial had been withdrawn in light of results from another trial with trial drug,4
primary endpoint (hsp) could not be analyzed with the specified method in the planned interim analysis; a method of increased sensitivity had to be established,4
"the trial would be continued if there was a difference of ≥3 % between trial arms. however, the difference between ongoing pregnancy rates was <1 %",1
device was stolen,4
"decision of independent monitoring committee:risk of death at 3 months higher in albumin group than in control group, without reaching significance level",3
primary investigator is no longer employed at llu as of 02/29/12,4
the primary endpoint was not met on the double blind data,2
change in strategy regarding the product by the company,4
"completion of mk-0431a-235 was rendered unnecessary, as the local oversight authority accepted in its stead the results of another study [mk-0431-234]",4
the study could not be done for every potential participant as planned in the protocol for organizational reasons,4
this study was terminated because the national ethics committee has not approved the protocol,4
assay not evaluated for purpose of clearance,4
the 3rd interim analysis found superiority in the mesh reinforcement arm,2
single subject remained on study - transferred to compassionate use,4
poor new studies contributing subjects to this study,1
premature closure. protocol did not meet its primary objective,2
eyes that received gel had slightly thinner than intended flaps,3
results obtained are sufficient for a publication,4
protocol not progressed. study not implemented,4
"study is withdrawn before recruting participants, new trial will be multi centre, sponsored by different organisation",4
"results from phase ii study did not support ""dismantling""",2
unavailability of study drug and matching placebo,3
unable to fill cohort,1
trial not progressing toward scientific goals,4
planned interim analysis-no statistical significance for the primary outcome,2
inconsistent training status of sniffer dogs,4
terminated due to sponsor desicioun,4
new revised saa bmt study opened to take over this study,4
poor access to study drug,4
workforce issues precluding study completion,4
study tasks to difficult for subjects to complete,4
study not launched due to logistical issues that could not be resolved,4
the technique has been approved and validated,4
early termination leading to small number of subjects analyzed,4
bexxar isn't being produced by the manufacturer as of feb. 2014,4
successfull interim analysis,4
pi decided to not initiate this study,4
the trial was stopped due to the toxicities observed with the combination of pimasertib and temsirolimus,3
fda needs more information from the manufacturing company of the supplements,4
trial will not complete until at least 2025 and evolution of immunosuppressant therapy has made it unlikely that patients will convert from modigraf to prograf,4
there was no resources to complete the study at this time,4
study stopped due to early stopping rule,4
referral physician no longer available,4
company did not pursue this indication,4
pi has passed away. requested by department to terminate study,4
"other stimulation target (slmfb) more efficacious, unethical to continue with nucleus accumbens",2
research priorities and focus have shifted,4
participants were consented but registry was not developed due to poor numbers,1
were not able to conduct the intervention,4
the study was stopped for not meeting the primary endpoint for pfs,2
proof of principle established with completed sad part,4
inconsistent data taken from phase i cohort,4
early termination due to pi's decision to discontinue research activities,4
it became unlikely to achieve the study objective of 50% reduction over published inhibitor rates. the data monitoring committee supported this decision,2
samples lost during hurricane sandy. study now taking place at other medical centers,4
principal investigator retiring,4
in the absence of benefits and because of a statistically significant excess mortality in the group of patients receiving active stimulation,3
logistical reasons (institutional reorganization of ambulatory surgery),4
the investigators decided not to proceed this study because of some internal matters,4
change in the company clinical trials priority,4
have been published new studies that it showed the ineffectiveness of the treatments proposed in this study,2
budget issue,4
"modifications were made to protocol, new irb pending",4
pi was away on sabbatical for 2 years.protocol is being revised before starting the study,4
study terminated because of differences in the participant population under study compared with indicated zinbryta use in most countries,4
h1n1 pandemic concluded,1
study not required for development,4
modifications are being made to protocol,4
a new protocol was written to replace this protocol,4
participants are no longer being examined and receiving intervention,4
my post-doctoral felpoor did not return from her mat leave and i have no other students to take on this project,4
the trial was terminated for scientific reasons,4
d/t changes in routine modality of milk expression by electric pump,4
this prodect will be transferred to another company,4
poor budget and failure to reach milestones,4
first milestone was not met,4
the study was prematurely discontinued since study medication was no longer available,3
currently closed for data analysis,4
the unit's standard nutrition practices change which impacted our methodology,4
poor subjects to participate,1
changing conditions for the device in one of the participation companies,4
study withdrawn by investigator,4
poor human resources,1
did not have study population to continue,1
patient pathway has become infeasible due to pressure for shorter hospital stays. not enough inclusions,1
pi returned to her home country of japan,4
investigator has left the university,4
revisions to original study protocol underway,4
ide was withdrawn. veniti no longer owns the rights to this device,4
unable to align the study questions with a complementary trial,4
recommendations changing,4
disposables required for the measurements in short supply and not provided by the company / supplier,4
the study has concluded normally,4
not sufficient staff to complete the trial,1
510(k) approval gained for product,4
"eclipse shoulder system received 510(k) clearance on july 26, 2019",4
poor events rate. scarce economical resources,4
"on april 15, 2019, biotronik received fda approval to transition the ongoing siello post approval registry to a new ep passion real-world data methodology",1
adjustment of company focus due to acquision by valeant pharmaceuticals,4
the study is no longer feasible,1
participants found the study procedures to be too cumbersome and no longer wanted to participate,1
the study did not meet endpoint,2
development of srm003 was discontinued based on portfolio prioritization,4
dr. higgins does not have a sub-investigator that can complete the study,4
increased number of oxygen desaturation in tilt down position,3
this study never initiated,4
the interim analysis has shown a significative difference between the two groups of patients,2
"optimal response: 63% nomogram, 42% controls, overcoming the stopping rule for interim analysis",2
early findings showed trial was not feasible,4
due to participants not completing the cognitive training requirement,1
the independent data monitoring committee recommended an early termination,3
folpoor up period after primary analysis was prematurely stopped because more mature data will not impact the study outcome,4
protocol study design was re-worked in collaboration with cms,4
"we observed a very high referral rate for patients with hf in the duke health system, eliminating the need for an automated referral process",4
"poor to accrue, poor qualified participants",1
exposure to radiation due to repetitive pet evaluation,3
study no longer at lu,4
analysis showed no clinically or statistically significant effects,2
due to insufficient quality of biopsy samples,4
"interferon use for hepatitis c plummeted, eliminating the need for study drug",4
poor referral rate due to new therapeutic options,4
this study was never initiated,4
the remaining eligible participants declined to participate,1
reprioritization of company activities,4
"aripiprazole arm had obvious adverse reactions,especially akathisia",3
effects of aripiprazole was not obvious and showed adverse reaction obviously,2
healthy volonteers study results show that the device is not enough reliable,3
gsk confirmed misrepresentation of preclinical data that supported the rationale for gsk2618960 in ms. this decreased benefit assessment for ms,2
tecnical problem,4
end of inclusing period,1
study team decision because of ip supply issue and necessary amendment to protocol,4
unable to secure drug,4
the study was stopped due to methodological issues that require additional consideration prior to resuming the trial,4
re-assessment of study,4
scientific review positive from 3 manufacturers; internal committees did not support due to deploying new flu vaccines in hiv+ pregnant women in kenya,4
study no longer required as optivate german license expired in sep-2017,4
inability to retain study drug with comparable placebo,4
inclusions objectives raised but patient folpoor-up reduced to 6 months (impossible to raised secondary objectives),1
the study had to stop due to organizational changes in nordsjællands hospital,4
early termination of study due to fewer subjects available than expected resulting in small sample size,1
our anesthesiologist was no longer available to assist,4
study halted prematurely and will not resume; participants are no longer being examined or receiving intervention. there is no data collected,4
no benefit of intravesical instillation of hyaluronic acid/chondroitin sulfate,2
technical complications,4
leakage,4
problems with ensuring patient examinations defined in the protocol of the study,4
"6 patients were recuited. due to inability of the tracer to detect regions of interest sufficiently, the trial was closed early",4
study terminated early due to decision by sponsor,4
changes in available treatments for melanoma,4
ide not submitted,4
poor pre-treatment tissue to make the study plan feasible,4
due to poor volunteer facilitators to deliver the intervention,4
research site no longer available,4
amgen determined no further need for this study,4
dsmb interim analyses,4
focus resources in the allogeneic platform and provide optimal value for patients,4
the results were disappointing,2
unable to continue research due to time constraints,4
unable to continue study due to time constraints,4
no logistical support to carry out the study fairly,4
amendment of study protocol,4
the principal investigator of the study relocated to another institution,4
this study has been terminated; alternative study designs are being considered. fusidic acid remains available under an expanded access protocol,4
already several publications in the literature,4
discontinuation of this study was based on novartis decision to discontinue development of fingolimod for the treatment of adon,4
non-compliance issues,4
the study will be part of a european multicenter trial (infliximab top-down study in kids with crohn's disease),4
grant ended before study could be initiated,4
the study met the pre-specified criteria for stopping the trial,2
logistics regarding pet/ct portion of study,4
decided not tostart study because of unavailability of staff,4
inacceptable oxygen saturation values in one study group,3
the study was stopped for technical reasons,4
the intervention (pulsepoint application) could not be implemented in toronto as planned,4
occurrence of severe respiratory depression in the remifentanil group,3
treatment effects not as desired,2
trial operational issues,4
it was decided not to proceed with the study at this time,4
study terminated for commercial reasons,4
the protocol has undergone significant changes and the investigator feels that it is reasonable to submit a new protocol for review and approval,4
study being continued as a multi centre ma3rs study.the patients will be folpoored up under ma3rs and aaa pet,4
the protocol design is being reconfigured in order to open a new study,4
the intervention becomes obsolete for participating centres pending regulatories,4
the cytokines in the samples were undetectable,4
pi and lab have re-located study to the ohio state university,4
left institution where study was approved,4
investigator no longer available on site,4
changes in country regulation,4
interim analysis showed no significant difference between study arms,2
organisatory reason,4
no subjects agreed to participate,1
pi relocated to a different country,4
the data did not show clear results,4
comparator sawblade no longer available,4
no clinical investigator present,4
no statistical difference observed for outcomes,2
this program was terminated for financial reasons,4
study was terminated by sponsor without any aes to review the device design,4
study did not pass stage 1 interim analysis,2
no medication,4
the stereotaxis can be threatful for the patients because of respiratory insufficiency,3
unable to get required research materials,4
analysing images ongoing,4
the study was terminated due to time constraints and the withdrawal of stress control from the nhs greater glasgow and clyde services,4
changes in standards of care,4
this is a basic research study with no clinical data to report,4
co-investigators left the institution,4
primary investigator has changed his employee and the country of residence,4
sensor calibration and other r&d activities,4
irb terminated study,4
assay being revised and re-validated,4
"never initiated, did different study",4
interim results showed that the hatcp material was not non-inferior to the auto graft,2
no signal on pain-score,2
because of logistic and practical reasons,4
sponsor decided to stop the study due to expiration of blinded placebo,4
development halted by management,4
"study was activated initially. however, the necessary resources were not available to complete the research",4
difficulty to identify eligible patients: 8 centers contributed 54 patients in 6 months,1
there were a number of bugs in the game that meant the participants were not getting the intended intervention,4
"due to difficulty in purchasing reagents, study canceled without subject registration",4
unobtainable sample size,1
awaiting fda approval for next dose group,4
no correlation between fiau uptake and bone biopsy results,4
primary objective not met after planned interim analysis,2
practical problems,4
poor the subjects,1
study team will review the collected data and make any necessary changes to the educational tool,4
planned future study,4
study medication no longer available at institution,4
"dose escalation ended after cohort b1, rux 10 mg bid - gcsf in october 2014",4
problems with execution,4
primary researcher not able to continue research at the moment,4
all investigators/co-investigators relocating to other institutions,4
the sponsor and the pis both agreed that the csppt-ckd should be a sub-study of the csppt insted of an independent randomized trial,4
study was withdrawn prior to commencement,4
data could not be interpreted. re-design efforts failed,4
study terminated early based upon development of another anti-il17 fully human monoclonal antibody with better potential for treating ms patients,2
time constraints of primary investigator,4
"due to vti-208 results, the elad clinical plan is being re-evaluated",4
"due to the budget issues, the study discontinued at phase ii",4
extended study duration,4
intermittent evaluation of results: high incendence of complications,3
principle investigator relocated to a new institution,4
most osa patients were not obese and/or admitted over night so the study was not feasible,1
time constraints,4
new data was published in the literature,4
withdrawal of circulite synergy from clinical use,3
operational difficulties related to medical staff turnover (investigators departure and sickness leave),4
there is no longer need for this study,4
not enough study subjects,1
the deparment failed to detect patients that were willing to participate in this study,1
study was terminated because of delays in sourcing replacement investigational medicinal product for the study due to manufacturing delays,4
due to unexpected operational issues outside of lilly's control the study has been closed,4
manufacturing ceased for all argus ii and argus 2s devices (fda notified of and subsequently approved discontinuation of post approval study in oct 2021),4
political unrest in study country,4
this was an error. study never initiated,4
the sponsor has stopped responding to calls and emails,4
terminated due to financial reasons,4
timeframe of the imi project couldn't be expended,4
data was not collected accurately,4
feasibility of the trial was proven to be absent,1
"the investigator resigned on february 28, 2014",4
institution converted to an alternative strategy for pain control,4
new data in public domain suggested continuing study not ethical,3
enough data to conclude,2
cannot find subjects to particpate,1
not progressing toward scientific goals,4
results from trial in another population lead investigators to determine study outcome may not reach statistical significance,4
primary investigator (ajn) left institution,4
study was terminated in order to secure the data quality of the study in terms of folpoor-up rates and data completeness,4
pharmacy stopped dispensing study medication,3
folpooring an interim analysis the study team felt that there was enough data that showed no significant difference,2
isotope (fmiso) production is no longer available in our country,4
the manufacturer decided to halt manufacturing the vaccine,4
irb modifications made study impractical,4
dysfonction of the device,3
"due to poor recruiment rate, the study design is chanced to a feasibility study",1
available mri scan unable to collect required data elements,4
promoter decision,4
early termination due to significant poor relevant patient data for evaluation of objectives,4
new data published showing epo to be ineffective in tbi,2
study never initiated due to impact approval from institution not being obtinaed,4
internal protocol review,4
ph i exempt as it did not proceed to the phase ii terminated early by the supporter,4
sponsors decision. the collected data are available in a significant proportion and sufficiently enough for an adequate analysis,4
changes of usual clinical practices,4
"too small included patients and, not enough cost for ptns and biofeedback",1
the study was terminated because of high dropout rate,1
manufacturer updated device technology,4
initiated a new study with improved device,4
fda did not approve,4
cost,4
"study product manufacturing suspended due to manufacturing problems, before initiation of study intervention",4
the study was terminated at median 46-48 months long term folpoor-up and mature overall survival folpoor-up data,4
a corporate decision to suspend development of diapep277®,4
poor eligible patients due to introduction of new drugs for hepatitis c,4
never proceeded with trial. failure initiate protocol among other centers,4
recrutment difficulty,1
due to technical problems,4
not feasable at this site,4
practice on postoperative pain management changed,4
inclusion of patients was poor. could not reach the target within the studyperiod,1
dr. sigal no longer with nyumc,4
study was stoped according to preliminary analysis,4
based upon results of interim data analysis,4
due to out-of-date design and non-compliance,4
major changes in study required new irb application and approval,4
transfer of management of study,4
the results of the interim analysis are clear with a significant advantage in terms of pfs in favor of the control arm (vinblastine alone) over the investigational arm (vinblastine + nilotinib),2
sae- risk of overall protocol treatment outweighs benefits,3
organizational changes and poor resources,4
halted before intervention due to approval of service,4
the independent data monitoring committee (idmc) concluded that the probability that the study will meet its primary objective is poor,2
protocol replaced with combination therapy adding keytruda (pembrolizumab),4
could not obtain an ide on the fgfr2 assay,4
unable to secure equipment to proceed,4
because there are enough data to present the conclusions,4
omp-59r5 did not improve pfs,2
changes to cardiac surgery program,4
dr. sirgusson moved to another institution = florida institute of technology in june 2013,4
due to several intracranial hemorrhages and recommendation by the pbtc dsmb,3
study was closed due to recommendations of performing a pk study first,4
unlikely to accrue,1
"at the planned ia for decision making, no evidence was demonstrated of medi8968 activity in reducing (hs) severity or pain over that seen with placebo",2
poor pregnancy rates in both groups,4
the study was terminated due to medication supply issue from current manufacturer,4
"telaprevir will not be used in nl, no more inclusions are expected",1
physician departure,4
principal investigator is no longer at this site,4
the study was proposed but never started due to other commitments,4
principal investigator retired from the project,4
left institution protocol closed,4
the study was stopped because there was a technical problem with the ultrasound used in the trial,4
results to date adequately demonstrated user preference and recovery time. time to target (part ii) was not studied.,4
main reason: negative echo in the literature after the first publications,4
study was terminated based on the findings of primary analysis at 18 months post-rai treatment. patients pending 3 year folpoor up had end of study phone call,2
not possible to complete the sample within the estimated time by the use of new antifungals,4
did not go forward with study,4
the study didn't have sufficient fpoor of subjects (discontinued by the sponsor),1
study endpoint in preceding base study m10-855 not met,2
additional pharmacovigilance activity was considered as fulfilled by the ema,4
"the study was terminated by spiracur. efforts were made to contact the pi/study team members, but were unsuccessful",4
principle investigator was not able to proceed with the study,4
collaborator was not clear on how best to proceed with this project,4
no activity was observed. brafi-naïve participants should have received triple combination treatment (including mek inhibitor). continuation was not justified,2
cooperation stooped with pi,4
the principal investigator is leaving johns hopkins,4
data for study devices vs. predicate not within alpoorable ranges,4
"due to results from the vti-208 study, the elad plan is being re-evaluated",4
could not find a sponsor for the study,4
changing staff,4
concern for cross contamination in weighing tree nuts in facility with peanuts,4
sponsor decided to stop study early,4
unable to find subjects with schizophrenia that were using only cannabis,1
the study was completed as planned,4
"pi indicated departure from institution, inability to complete study",4
the study reach enough significance at the intermediary analysis,2
the study was terminated based on an included stopping rule in the study protocol,4
sponsor aveo has withdrawn support for this trial,4
loss of cgmp facility to manufacture product used in clinical trial,4
institutional approval of study has expired,4
the single quinacrine manufacture facility in the us was shut down by the fda,4
study sponsor was acquired by another company,4
investigator decided not to open study,4
the sponsor merged with another company and decided they did not want to continue with the study,4
required documentation too onerous,4
ema/pdco acknowledged that available results from this study do not support further clinical studies in relapsed/refractory aml paediatric patients,2
se system by spirus medical withdrawn from market in 2011,4
based on outcome of trial nct01656889,4
lifecell became part of allergan; company deciscion,4
the study was discontinued folpooring product approval,4
terminated to focus on a larger study within the clinical development program,4
expired with the irb,4
due to the action to withdraw the foradil aerolizer nda in us; study was discontinued. this was a commercial reason and not due to any change in benefit-risk,4
novartis decided to stop the marketing of bez235,4
"as a result of termination of development of prosavin, it is no longer possible for sio to either commence or to continue any related clinical trials",4
"clinimacs cd34 reagent system was fda approved for clinical use; therefore, patients were treated clinically",4
the resident in charge of the project has graduated so we decided to close this study,4
not enough subjects interested in this study,1
competing departmental studies,4
study team was unable to effectively conduct the study,4
app to be used in study needs revision,4
due to lack resources,4
staffing changes precluded sleep study interpretation,4
labortory focus was changed and study was not opened at all,4
pi choose to close the study,4
due to the product being discontinued,4
at the planned study start new treatment guidelines for this disease with new drugs were implemented in clinical practice,4
terminated by funder,4
drugs unavailable. study did not progress to phase 2,4
study was determined to be infeasible,4
pi no longer at nyumc,4
protocol-defined criterion of macitentan availability achieved,4
ide approval received for larger pivotal study,4
terminated due to completion of competing study,4
staff change and poor ressources,4
pentaspan is no longer used at our institution. pentaspan was an arm of the study,4
investigators moved to other institutions,4
use of bupropion with counseling works better to help patients quit smoking,2
drugs unavailable. seeking new supplier,4
data analysis completed,4
no progression of phase 1 trial to phase 2,1
the original analyses could not be performed due to data inconsistencies across the study sites,4
sbi biotech who provided the drug for this study has decided to no longer support the study or gnkg168,4
the study was halted due to logistical reasons,4
study conducted under clinical trials agreement as niaid registration nct02234570,4
"perception of an increased incidence of c-qur v-patch mesh infection, with need for removal, compared to other meshes used for umbilical hernia repair",3
due to termination of clinical program for parkinson's disease,4
in 2013 the fda put a temporary hold on the trial and the phase ii portion of this study was cancelled,3
device was sunset from the market in may2015. no longer need for long term data,4
"the study was terminated after 118 weeks from the study start, during the maintenance phase, due to regulatory approval in japan",4
the study was halted after an interim analysis perfomed for a perceived excess of target vessel revascularization in the deb+bms arm,2
terminated because of insufficient number of subjects included,1
poor recuritment,1
previous studies have been done regarding same condition,4
study was abandoned and a new study was written to replace this one,4
protocol has changed,4
"the interim analysis requested by the edsmc shows higher mortality for the cpfa group compared to the controls, particularly in the first days of treatment",3
"pi is leaving nhlbi, sample size is too small",4
"study did not get ethical approval, therefore study was not initiated",4
study terminated due to unacceptable pharmacokinetic (pk) profile,3
results did not meet study requirements,2
registrational study did not meet endpoint so entire program (including co-101-011) was terminated,2
no longer willing to continue clinical trials,4
the study has never started. the sponsor has decided to not move forward,4
redesigned sensor to be subjected to a new protocol,4
"novartis decided not to pursue further development of buparlisib program (assessment of moderate pfs benefit with know, but manageable, buparlisib profile)",4
substancial amendment,4
surgeons change in preference for perioperative warming,4
use of formocresol for pulpotomies ws discontinued,4
fda hold on the project,3
due to limited population of research participants,1
to be submitted for grant application,4
measurement device not performing to standard in study environment,4
stopped by principal investigator decision,4
not a significant difference in outcomes between groups,2
"new medication coming on the market, made study obsolete",4
error made by local pharmacy caused mixed randomization of 20 participants,4
elevation of alanine aminotransferase (alt) and aspartate aminotransferase (ast) in some participants,3
this trial was terminated based on an interim analysis as bez235 did not demonstrate a progression free survival advantage to everolimus treatment,2
no difference found between two groups in a preliminary analysis,2
lost nurse researcher support,4
the study has been withdrawn due to organizational problems,4
pi moved from medical center,4
monitoring committee found significant & meaningful difference on main outcome,2
